1	1	0
21	9	1
41	18	1
61	37	1
81	35	1
101	44	1
121	53	2
141	73	2
161	72	2
181	83	3
201	91	2
221	96	2
241	110	2
261	143	3
281	124	2
301	129	2
321	161	7
341	155	2
361	178	3
381	181	3
401	171	2
421	170	2
441	185	3
461	189	3
481	197	3
501	208	3
521	216	3
541	235	3
561	233	4
581	240	3
601	240	4
621	267	3
641	283	4
661	267	4
681	273	4
701	295	4
721	295	4
741	341	4
761	363	5
781	316	4
801	341	5
821	335	4
841	335	5
861	350	5
881	417	5
901	542	6
921	510	5
941	595	8
961	468	5
981	408	5
